Name,Type 1,Type 2,HP,Att,Def,Spa,Spd,Spe,BST,Generation,Final Evolution,Catch Rate,Legendary,Weight,Height,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
Wooper,Water,Ground,55,45,45,25,25,15,210,2,0,255,0,8.5,0.4,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Quagsire,Water,Ground,95,85,85,65,65,35,430,2,1,90,0,75.0,1.4,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Espeon,Psychic,,65,65,60,130,95,110,525,2,1,45,0,26.5,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Umbreon,Dark,,95,65,110,60,130,65,525,2,1,45,0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Murkrow,Dark,Flying,60,85,42,85,42,91,405,2,0,30,0,2.1,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
Slowking,Water,Psychic,95,75,80,100,110,30,490,2,1,70,0,79.5,2.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
Galarian Slowking,Poison,Psychic,95,65,80,110,110,30,490,8,1,70,0,79.5,1.8,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
Misdreavus,Ghost,,60,60,60,85,85,85,435,2,0,45,0,1.0,0.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Unown,Psychic,,48,72,48,72,48,48,336,2,1,225,0,5.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Wobbuffet,Psychic,,190,33,58,33,58,33,405,2,1,45,0,28.5,1.3,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
Girafarig,Normal,Psychic,70,80,65,90,65,85,455,2,1,60,0,41.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
Pineco,Bug,,50,65,90,35,35,15,290,2,0,190,0,7.2,0.6,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Forretress,Bug,Steel,75,90,140,60,60,40,465,2,1,75,0,125.8,1.2,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Dunsparce,Normal,,100,70,70,65,65,45,415,2,1,190,0,14.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Gligar,Ground,Flying,65,75,105,35,65,85,430,2,0,60,0,64.8,1.1,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Steelix,Steel,Ground,75,85,200,55,65,30,510,2,1,25,0,400.0,9.2,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
Mega Steelix,Steel,Ground,75,125,230,55,95,30,610,6,1,25,0,740.0,10.5,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
Snubbull,Fairy,,60,80,50,40,40,30,300,2,0,190,0,7.8,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Granbull,Fairy,,90,120,75,60,60,45,450,2,1,75,0,48.7,1.4,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
Qwilfish,Water,Poison,65,95,85,55,55,85,440,2,1,45,0,3.9,0.5,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
Scizor,Bug,Steel,70,130,100,55,80,65,500,2,1,25,0,118.0,1.8,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Mega Scizor,Bug,Steel,70,150,140,65,100,75,600,6,1,25,0,125.0,2.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
Shuckle,Bug,Rock,20,10,230,10,230,5,505,2,1,190,0,20.5,0.6,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Heracross,Bug,Fighting,80,125,75,40,95,85,500,2,1,45,0,54.0,1.5,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
Mega Heracross,Bug,Fighting,80,185,115,40,105,75,600,6,1,45,0,62.5,1.7,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
Sneasel,Dark,Ice,55,95,55,35,75,115,430,2,0,60,0,28.0,0.9,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
Teddiursa,Normal,,60,80,50,50,50,40,330,2,0,120,0,8.8,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Ursaring,Normal,,90,130,75,75,75,55,500,2,1,60,0,125.8,1.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Slugma,Fire,,40,40,40,70,40,20,250,2,0,190,0,35.0,0.7,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Magcargo,Fire,Rock,60,50,120,90,80,30,430,2,1,75,0,55.0,0.8,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Swinub,Ice,Ground,50,50,40,30,30,50,250,2,0,225,0,6.5,0.4,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Piloswine,Ice,Ground,100,100,80,60,60,50,450,2,0,75,0,55.8,1.1,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Corsola,Water,Rock,65,55,95,65,95,35,410,2,1,60,0,5.0,0.6,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Galarian Corsola,Ghost,,60,55,100,65,100,30,410,8,0,60,0,0.5,0.6,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
Remoraid,Water,,35,65,35,65,35,65,300,2,0,190,0,12.0,0.6,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Octillery,Water,,75,105,75,105,75,45,480,2,1,75,0,28.5,0.9,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Delibird,Ice,Flying,45,55,45,65,45,75,330,2,1,45,0,16.0,0.9,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
Mantine,Water,Flying,85,40,70,80,140,70,485,2,1,25,0,220.0,2.1,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Skarmory,Steel,Flying,65,80,140,40,70,70,465,2,1,25,0,50.5,1.7,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
Houndour,Dark,Fire,45,60,30,80,50,65,330,2,0,120,0,10.8,0.6,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Houndoom,Dark,Fire,75,90,50,110,80,95,500,2,1,45,0,35.0,1.4,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Mega Houndoom,Dark,Fire,75,90,90,140,90,115,600,6,1,45,0,49.5,1.9,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
Kingdra,Water,Dragon,75,95,95,95,95,85,540,2,1,45,0,152.0,1.8,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
Phanpy,Ground,,90,60,60,40,40,40,330,2,0,120,0,33.5,0.5,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Donphan,Ground,,90,120,120,60,60,50,500,2,1,60,0,120.0,1.1,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Porygon2,Normal,,85,80,90,105,95,60,515,2,0,45,0,32.5,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Stantler,Normal,,73,95,62,85,65,85,465,2,1,45,0,71.2,1.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Smeargle,Normal,,55,20,35,20,45,75,250,2,1,45,0,58.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Tyrogue,Fighting,,35,35,35,35,35,35,210,2,0,75,0,21.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hitmontop,Fighting,,50,95,95,35,110,70,455,2,1,45,0,48.0,1.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Smoochum,Ice,Psychic,45,30,15,85,65,65,305,2,0,45,0,6.0,0.4,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Elekid,Electric,,45,63,37,65,55,95,360,2,0,45,0,23.5,0.6,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Magby,Fire,,45,75,37,70,55,83,365,2,0,45,0,21.4,0.7,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Miltank,Normal,,95,80,105,40,70,100,490,2,1,45,0,75.5,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Blissey,Normal,,255,10,10,75,135,55,540,2,1,30,0,46.8,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Raikou,Electric,,90,85,75,115,100,115,580,2,1,3,1,178.0,1.9,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Entei,Fire,,115,115,85,90,75,100,580,2,1,3,1,198.0,2.1,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Suicune,Water,,100,75,115,90,115,85,580,2,1,3,1,187.0,2.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Larvitar,Rock,Ground,50,64,50,45,50,41,300,2,0,45,0,72.0,0.6,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Pupitar,Rock,Ground,70,84,70,65,70,51,410,2,0,45,0,152.0,1.2,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
Tyranitar,Rock,Dark,100,134,110,95,100,61,600,2,1,45,0,202.0,2.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
Mega Tyranitar,Rock,Dark,100,164,150,95,120,71,700,6,1,45,0,255.0,2.5,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
Lugia,Psychic,Flying,106,90,130,90,154,110,680,2,1,3,1,216.0,5.2,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
Ho-Oh,Fire,Flying,106,130,90,110,154,90,680,2,1,3,1,199.0,3.8,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
Celebi,Psychic,Grass,100,100,100,100,100,100,600,2,1,45,1,5.0,0.6,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
Treecko,Grass,,40,45,35,65,55,70,310,3,0,45,0,5.0,0.5,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Grovyle,Grass,,50,65,45,85,65,95,405,3,0,45,0,21.6,0.9,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sceptile,Grass,,70,85,65,105,85,120,530,3,1,45,0,52.2,1.7,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Mega Sceptile,Grass,Dragon,70,110,75,145,85,145,630,6,1,45,0,55.2,1.9,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
Torchic,Fire,,45,60,40,70,50,45,310,3,0,45,0,2.5,0.4,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
Combusken,Fire,Fighting,60,85,60,85,60,55,405,3,0,45,0,19.5,0.9,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Blaziken,Fire,Fighting,80,120,70,110,70,80,530,3,1,45,0,52.0,1.9,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Mega Blaziken,Fire,Fighting,80,160,80,130,80,100,630,6,1,45,0,52.0,1.9,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
Mudkip,Water,,50,70,50,50,50,40,310,3,0,45,0,7.6,0.4,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
Marshtomp,Water,Ground,70,85,70,60,70,50,405,3,0,45,0,28.0,0.7,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Swampert,Water,Ground,100,110,90,85,90,60,535,3,1,45,0,81.9,1.5,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Mega Swampert,Water,Ground,100,150,110,95,110,70,635,6,1,45,0,102.0,1.9,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
Poochyena,Dark,,35,55,35,30,30,35,220,3,0,255,0,13.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Mightyena,Dark,,70,90,70,60,60,70,420,3,1,127,0,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
Zigzagoon,Normal,,38,30,41,30,41,60,240,3,0,255,0,17.5,0.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Galarian Zigzagoon,Dark,Normal,38,30,41,30,41,60,240,8,0,255,0,17.5,0.4,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
Linoone,Normal,,78,70,61,50,61,100,420,3,1,90,0,32.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Galarian Linoone,Dark,Normal,78,70,61,50,61,100,420,8,0,90,0,32.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
Wurmple,Bug,,45,45,35,20,30,20,195,3,0,255,0,3.6,0.3,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Silcoon,Bug,,50,35,55,25,25,15,205,3,0,120,0,10.0,0.6,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Beautifly,Bug,Flying,60,70,50,100,50,65,395,3,1,45,0,28.4,1.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Cascoon,Bug,,50,35,55,25,25,15,205,3,0,120,0,11.5,0.7,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Dustox,Bug,Poison,60,50,70,50,90,65,385,3,1,45,0,31.6,1.2,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
Lotad,Water,Grass,40,30,30,40,50,30,220,3,0,255,0,2.6,0.5,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Lombre,Water,Grass,60,50,50,60,70,50,340,3,0,120,0,32.5,1.2,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Ludicolo,Water,Grass,80,70,70,90,100,70,480,3,1,45,0,55.0,1.5,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
Seedot,Grass,,40,40,50,30,30,30,220,3,0,255,0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Nuzleaf,Grass,Dark,70,70,40,60,40,60,340,3,0,120,0,28.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Shiftry,Grass,Dark,90,100,60,90,60,80,480,3,1,45,0,59.6,1.3,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
Taillow,Normal,Flying,40,55,30,30,30,85,270,3,0,200,0,2.3,0.3,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Swellow,Normal,Flying,60,85,60,75,50,125,455,3,1,45,0,19.8,0.7,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
Wingull,Water,Flying,40,30,30,55,30,85,270,3,0,190,0,9.5,0.6,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Pelipper,Water,Flying,60,50,100,95,70,65,440,3,1,45,0,28.0,1.2,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
Ralts,Psychic,Fairy,28,25,25,45,35,40,198,3,0,235,0,6.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Kirlia,Psychic,Fairy,38,35,35,65,55,50,278,3,0,120,0,20.2,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Gardevoir,Psychic,Fairy,68,65,65,125,115,80,518,3,1,45,0,48.4,1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Mega Gardevoir,Psychic,Fairy,68,85,65,165,135,100,618,6,1,45,0,48.4,1.6,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
Surskit,Bug,Water,40,30,32,50,52,65,269,3,0,200,0,1.7,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
Masquerain,Bug,Flying,70,60,62,100,82,80,454,3,1,75,0,3.6,0.8,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Shroomish,Grass,,60,40,60,40,60,35,295,3,0,255,0,4.5,0.4,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Breloom,Grass,Fighting,60,130,80,60,60,70,460,3,1,90,0,39.2,1.2,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
Slakoth,Normal,,60,60,60,35,35,30,280,3,0,255,0,24.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Vigoroth,Normal,,80,80,80,55,55,90,440,3,0,120,0,46.5,1.4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Slaking,Normal,,150,160,100,95,65,100,670,3,1,45,0,130.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Nincada,Bug,Ground,31,45,90,30,30,40,266,3,0,255,0,5.5,0.5,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ninjask,Bug,Flying,61,90,45,50,50,160,456,3,1,120,0,12.0,0.8,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
Shedinja,Bug,Ghost,1,90,45,30,30,40,236,3,1,45,0,1.2,0.8,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0
Whismur,Normal,,64,51,23,51,23,28,240,3,0,190,0,16.3,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Loudred,Normal,,84,71,43,71,43,48,360,3,0,120,0,40.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Exploud,Normal,,104,91,63,91,73,68,490,3,1,45,0,84.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Makuhita,Fighting,,72,60,30,20,30,25,237,3,0,180,0,86.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Hariyama,Fighting,,144,120,60,40,60,50,474,3,1,200,0,253.8,2.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
Azurill,Normal,Fairy,50,20,40,20,40,20,190,3,0,150,0,2.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
Nosepass,Rock,,30,45,135,45,90,30,375,3,0,255,0,97.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Skitty,Normal,,50,45,45,35,35,50,260,3,0,255,0,11.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
